bare,translations_en
недогадливый,slow
недозрелый,unpipe
недоказательный,not serving ad proof
недоказуемый,which cannot be proved
недоспелый,green
недостоверный,not authentic
недреманный,unwinking
недремлющий,vigilant
недружный,disunited
нежизненный,impracticable
нежизнеспособный,lacking vital capacity
незакономерный,irregular
незамедлительный,immediate
незапятнанный,stainless
незаразный,non-contagious
незатухающий,undamped
незлопамятный,forgiving
незначащий,insignificant
неизменяемый,invariable
неискоренимый,ineradicable
неискусный,unskilful
неисповедимый,inscrutable
неисполнимый,impracticable
неисполнительный,careless
неиспорченный,unspoilt
неисцелимый,incurable
нейрохирургический,neuro-surgical
нейтронный,neutron
некомпетентный,incompetent
некомплектный,incomplete
неконституционный,unconstitutional
некошеный,unmown
некритический,uncritical
некрупный,medium-sized
некрытый,roofless
нелестный,uncomplimentary
неликвидный,non-liquid
нелицемерный,unhypocritical
нелицеприятный,impartial
нелюбезный,ungracious
нелюбопытный,incurious
немаркий,not easily soiled
немеркнущий,unfading
неметаллический,non-metal
немилостивый,ungracious
немилый,unloved
немолчный,incessant
немузыкальный,unmusical
ненаблюдательный,unobservant
ненаказуемый,non-punishable
ненарушимый,inviolable sacred
ненаучный,unscientific
ненецкий,Nenets
необеспеченный,unprovided for
необработанный,uncultivated
необременительный,not difficult
необщительный,unsociable
необъективный,biased
неогеновый,Neogene
неодетый,undressed
неодобрительный,disapproving
неозойский,neozoic
неокончательный,inconclusive
неолитический,neolithic
неонацистский,neonazi
неоперившийся,unfledged
неоплатный,irredeemable
неопределимый,indeterminable
неослабный,unremitting
неосновательный,groundless
неосязаемый,impalpable
неотлучный,ever present
неотчуждаемый,inalienable
неофашистский,neo-fascist
неощутительный,imperceptible
непарнокопытные,perissodactyls
непереводимый,untranslatable
неплодородный,barren
неплотный,not compact
неповинный,innocent
неподведомственный,not subject to the authority
неподобающий,unseemly
неподсудный,not under the jurisdiction
непознаваемый,incognizable
непокойный,troubled
неполноправный,not possessing full rights
непорядочный,dishonourable
непочатый,entire
неправомочный,incompetent
неправоспособный,disabled
непрактичный,unpractical
непреднамеренный,unpremeditated
непредумышленный,unpremeditated
непреоборимый,insuperable
непривлекательный,unattractive
неприкрашенный,unvarnished
неприменимый,inapplicable
неприспособленный,unpractical
непритворный,unfeigned
непричастный,not implicated
непродуктивный,unproductive
непродуманный,insufficiently considered
непроезжий,impassable
непрямой,indirect
неработоспособный,disabled
неравноправный,unequal in rights
неразвитой,undeveloped
нераздельный,indivisible
неразложимый,irresolvable
неразменный,unchangeable
неразрушимый,indestructible
нераскаянный,impenitent
нерассудительный,unreasonable
нерастворимый,insoluble
нерасторжимый,indissoluble
нерасторопный,sluggish
нерациональный,irrational
нервический,nervous
нерентабельный,unprofitable
неритмичный,uneven
неробкий,not timid
нерудный,non-metallic
нерукотворный,not made by human hand
несамостоятельный,lacking in initiative
несговорчивый,intractable
несжимаемый,incompressible
несимметричный,asymmetric
несклоняемый,indeclinable
несмелый,timid
несменяемый,irremovable
несмолкаемый,ceaseless
несмываемый,indelible
несогласованный,unco-ordinated
несократимый,irreducible
несообразительный,slow
несообразный,incongruous
несоответственный,not corresponding
неспелый,unripe
несподручный,inconvenient
нестойкий,unstable
нестоящий,of little
несходный,unlike
нетактичный,tactless
нетребовательный,not exacting
нетрудоспособный,disabled
неувядаемый,unfading
неувядающий,unfading
неудобоваримый,indigestible
неудобопонятный,unintelligible
неудобочитаемый,unreadable
неуживчивый,unsociable
неуклонный,steadfast
неукоснительный,strict
неумолкаемый,incessant
неумышленный,unpremeditated
неупотребительный,not in use
неурожайный,of bad harvest
неусидчивый,restless
неуспевающий,weak
неуспешный,unsuccessful
неустранимый,unremovable
неустрашимый,undaunted
неуступчивый,obstinate
неутешный,disconsolate
неучтивый,discourteous
нехоженый,untrodden
нечувствительный,insensitive
нечуткий,inconsiderate
нещадный,merciless
нигилистический,nihilistic
нидерландский,Netherlands
нижеизложенный,set forth below
нижеозначенный,mentioned below
нижеподписавшийся,the undersigned
нижеупомянутый,mentioned below
низколобый,with a low forehead
низкопробный,base-alloy
низкосортный,low-grade
никоторый,not one
нитевидный,thread-like
нитеобразный,thread-like
нитчатый,confervoid
нитяный,cotton
новотельный,newly-calved
нормандский,Norman
норовистый,restive
носастый,big-nosed
ноский,strong- durable
носоглоточный,nasopharyngal
ношеный,worn
нумизматический,numismatic
обалделый,dazed
обветренный,weather-beaten
обводнительный,irrigation
обдирный,peeled
обезболивающий,anaesthetic
обездоленный,unfortunate
обезличенный,pooled
обезьяноподобный,apelike
обжорливый,gluttonous
обиходный,everyday
облицовочный,facing
облыжный,false
обнищалый,impoverished
обогатительный,concentrating
ободрительный,encouraging
обоеполый,bisexual
обозный,transport driver
обойный,used for upholstering
обомшелый,moss-grown
обонятельный,olfactory
оборотливый,resourceful
обоюдоострый,doubleedged
обруселый,Russified
обрывочный,scrappy
обрюзглый,fat and flabby
обрядный,ritual
обрядовый,ritual
обстоятельственный,adverbial
обстрелянный,knowing the smell of powder
обходный,roundabout
общежитейский,everyday
общезаводский,for the whole factory
общеобязательный,compulsory for all
общеполезный,of general utility
общепонятный,popular
общесоюзный,All-Union
общетеоретический,general theoretic
объединённый,united
объединительный,unifying
овощеводческий,vegetable-growing
овражистый,abounding in ravines
овцеводческий,sheep
огнеопасный,inflammable
огнестойкий,fireproof
огнеупорный,fireproof
огорчительный,grievous
ограничительный,restrictive
огрубелый,callous
огульный,groundless
одеревенелый,numb
одинарный,single
одичалый,panic-stricken
одноактный,one-act
однобокий,lop-sided
однобортный,single-breasted
одновалентный,univalent
одновесельный,one-oared
одноглазый,one-eyed
одногодичный,one-year
одноголосный,one-voice
одноголосый,one-voice
однодневный,one-day
однодольный,monocotyledonous
однодомный,monoecious
однозарядный,single-loading
однозвучный,monotonous
однокалиберный,of the same calibre
одноквартирный,one-flat
одноклеточный,unicellular
одноковшовый,single-bucket
одноколейный,single-track
одноконный,one-horse
однокопытный,solidungulate
однократный,single
однолетний,one-year
одномастный,of one colour
одномачтовый,single-masted
одноместный,single-seater
одномоторный,single-engine
одноногий,one-legged
однопалатный,unicameral
однопалубный,one-decked
однопалый,having only one finger
одноплеменный,of the same tribe
однополый,unisexual
однополюсный,unipolar
однопутный,single-track
однорогий,one-horned
однорукий,one-armed
односкатный,lean-to
односложный,monosyllabic
одноствольный,single-barrelled
одностворчатый,univalve
однотомный,one-volume
одноухий,one-eared
одноцветный,one-colour
одноцилиндровый,single-cylinder
одночленный,monomial
одурелый,dazed
озадаченный,perplexed
озверелый,brutal
озлобленный,embittered
океанический,oceanic
океанологический,oceanological
окислительный,oxidizing
околоземный,circumterrestrial
окололунный,circumlunar
околоточный,police-officer
околоушный,parotid
окостенелый,ossified
окоченелый,stiff with cold
оледенелый,frozen
оленеводческий,reindeer
омертвелый,dead
онемелый,dumb
опаловый,opal
опекунский,tutorial
описательный,descriptive
оплошный,erroneous
опосредствованный,mediated
оппортунистический,opportunist
опустошительный,devastating after-effect
опухлый,swollen
опьянелый,intoxicated
ориентальный,oriental
ориентировочный,reference
орнаментальный,ornamental
орнитологический,ornithological
оробелый,timid
оросительный,irrigating
ортопедический,orthopaedic
орфографический,orthographic
осадочный,sedimentary
осанистый,portly
осатанелый,rabid
осведомительный,informative
осведомлённый,versed
освежительный,refreshing
оседлый,settled
осетинский,Ossetic
осиплый,husky
осиротелый,orphaned
оскуделый,scanty
ослабелый,feeble
ослизлый,slimy
осмотический,osmotic
осовелый,dazed
оспенный,variolar
остготский,Ostrogothic
остеологический,osteological
ост-индский,East Indian
остистый,awned
остойчивый,stable
остолбенелый,dumbfounded
остроглазый,sharp-eyed
остроугольный,acute-angled
осушительный,drainage
осязательный,tactile
отвальная,farewell party
отверделый,hardened
отвислый,loose-hanging
отглагольный,verbal
отделимый,separable
откормленный,fattened
откормочный,fattening
отологический,otological
оторопелый,completely nonplussed
отощалый,emaciated
отражательный,reflecting
отрезвительный,sobering
отроческий,adolescent
отступнический,apostate
отсырелый,damp
отталкивающий,repulsive
отупелый,stupefied
отходная,prayer for the dying
отшельнический,anchoretic
отымённый,denominative
отяжелелый,heavy
охальный,mischievous
охладелый,cold
охладительный,cooling
охриплый,hoarse
оцепенелый,torpid
очарованный,charmed
очерствелый,hardened
очумелый,senseless
ошеломительный,stunning
ошеломляющий,stunning
ощутительный,perceptible
падёжный,case
пайковый,ration
пакистанский,Pakistani
паковочный,packing
палатализованный,palatalized
палатальный,palatal
палаточный,stall
палаческий,cruel and unjust
палевый,pale-yellow
палеозойский,paleozoic
палеолитический,paleolithic
палеонтологический,paleontologic
палисандровый,rosewood
паллиативный,palliative
шестипалый,six-fingered
пальмитиновый,palmitic
пальцевидный,finger-shaped
пальцеобразный,digitate
памятливый,having a retentive memory
панегирический,panegyrical
панибратский,familiar
пантеистический,pantheistic
пантомимический,pantomime
пантомимный,pantomime
папирусный,papyrus
папирусовый,papyrus
папистский,papistic
папоротниковые,filices
папский,papal
папуасский,Papuan
параболический,parabolic
паразитарный,parasitic
паразитный,parasitic
паралитический,paralytic
параличный,paralytic
парамагнитный,paramagnetic
пареный,stewed
паритетный,parity
парламентарный,parliamentary
парнасский,Parnassian
парнокопытные,Artiofdactyla
пароконный,two-horse
парообразный,vaporous
партикулярный,civil
пасквильный,libellous
пастбищный,pasturable
пастельный,pastel
пасторальный,pastoral
патентованный,patent
патетичный,passionate
паточный,treacly
патриотичный,patriotic
патронажный,home-nursing
паукообразные,Arachnida
паханый,ploughed
пахотный,arable
паяльный,soldering
пейзажный,landscape
пекарный,baking
пектиновый,pectin
пенитенциарный,penitentiary
пепельно-серый,ash-grey
пепсиновый,peptic
пептоновый,peptonic
первенствующий,the most important
первообразный,prototypal
первопечатный,printed early
перворазрядный,first-rate
первосортный,of the best quality
первостатейный,important
перевыборный,electoral
перегретый,overheated
перегрузочный,shifting
передаточный,transmission
передковый,limber
переднеязычный,point
переимчивый,imitative
перемежающийся,intermittent
переносимый,bearable
переносный,portable
перепончатый,membraneous
перепрелый,rotten
переспелый,overripe
перечный,pepper
периодичный,periodic
перископический,periscopic
перистальтический,peristaltic
перистолистный,feather-leaved
перистый,pinnate
перронный,platform
перстневидный,cricoid
перуанский,Peruvian
перцовый,pepper
перчаточный,glove
перченый,peppered
пескоструйный,sand-blast
пессимистичный,pessimistic
пестиковый,pistillate
пестротканый,tapestry
пещеристый,with many caves
пивоваренный,brewing
пиджачный,coat
пижонский,foppishness
пикейный,pique
пикриновый,picric
пилообразный,serrated
пирамидальный,pyramidal
пиренейский,Pyrenean
пирожковая,snack-bar serving patties
пироксилиновый,pyroxilic
пирометрический,pyrometric
пиротехнический,pyrotechnic
пискливый,squeaky
писчебумажный,paper
писчий,writing
плавильный,melting
плавкий,meltable
плазматический,plasmatic
плазменный,plasma
плакатный,placard
плакучий,weeping
планиметрический,planimetric
пластинчатый,lamellar
плеонастический,pleonastic
плетельный,braiding
плисовый,velveteen
плиссированный,pleated
плодовитый,fruitful
плодоводческий,fruit-growing
плодоносный,fruit
плоскогрудый,flat-chested
плоскодонный,flat-bottomed
плоховатый,rather bad
плутоватый,roguish
плутократический,plutocratic
плывучий,flowing
плюралистический,pluralistic
побудительный,stimulating
повествовательный,narrative
поворотливый,nimble
повременный,periodical
повстанческий,rebel
повторительный,recapitulatory
погектарный,per hectare
погибельный,ruinous
поглощённый,absorbed
погонный,linear
погромный,pogrom
погрузочный,loading
подавленный,depressed
подагрический,gouty
подвахтенные,watch below
подветренный,leeward
подвздошный,iliac
подвижнический,selfless
подгорелый,slightly burnt
поджаристый,brown
поджигательский,inflammatory
подкладочный,lining
подключичный,subclavian
подковообразный,horseshoe-shaped
подколенный,popliteal
подкупающий,appealing
подложечный,epigastric
подлопаточный,subscapular
подлунный,sublunar
подмандатный,mandated
поднадзорный,person under surveillance
подначальный,subordinate
подоблачный,under the clouds
подобранный,neat
подовый,baked in the hearth
подошвенный,sole
подпочвенный,subsoil
подражательный,imitative
подрядный,by contract
подстрочный,word for word
подсудный,cognizable
подчинительный,subordinating
подъязычный,sublingual
подъяремный,yoked
пожелтелый,yellowed
поземельный,land
познаваемый,cognizable
покровный,integumentary
покрытосемянные,angiosperms
покупательный,purchasing
полдневный,noon
полезащитный,field-protecting
полемичный,polemical
поливочный,watering
полинезийский,Polynesian
полинялый,faded
полировальный,polishing
полированный,polished
полировочный,polishing
полисемантический,polysemantic
полисинтетический,polysynthetic
полистный,per sheet
политеистический,polytheistic
политичный,politic
полногласный,pleophonic
полнозвучный,sonorous
половинный,half
половинчатый,halved
полорогий,cavicorn
полуавтоматический,semi-automatic
полугласный,semi-vowel
полугодичный,half-yearly
полугодовалый,six-month-old
полуголодный,half-starved
полуграмотный,semi-literate
полудикий,semi-barbarian
полуживой,half dead
полузабытый,half-forgotten
полуколониальный,semi-colonial
полукровный,half-blooded
полулитровый,half-litre
полумесячный,fortnightly
полунагой,half-naked
полунезависимый,semi-independent
полуодетый,half-dressed
полуотворённый,half-open
полупьяный,tipsy
полуразрушенный,tumbledown
полусогнутый,half-bent
полусознательный,semi-conscious
полусонный,half asleep
полусуточный,semi-diurnal
полуторный,one-and-a-half
полуциркульный,semicircular
полынный,wormwood
полюбовный,amicable
полюсный,polar
поляризационный,polarizable
помертвелый,deathly pale
поместительный,roomy
помесячный,monthly
поминутный,occurring every minute
понедельный,weekly
поносный,abusive defamatory
понтонный,pontoon
понудительный,impelling
понятийный,conceptual
поплавковый,float-
поправочный,correction
пораженческий,defeatist
породный,pedigree
порожистый,full of rapids
порошкообразный,powder-like
портальный,portal
портняжный,sartorial
портретный,portrait
порционный,a la carte
порыжелый,rusty
поседелый,grizzled
посконный,hempen
послеударный,post-tonic
посменный,by turns
посоловелый,bleared
постатейный,by paragraphs
постижимый,understandable
постраничный,paginal
построчный,by the line
посуточный,by the day
посылочный,parcel
потливый,sweaty
потогонное,sudorific
потребительный,consumption
потускнелый,tarnished
почвоведческий,soil-science
почернелый,darkened
почивший,the deceased
починочный,repairing
почковидный,kidney-shaped
пошивочный,sewing
поштучный,by the piece
поэтичный,poetic
поярковый,felt
пояснительный,explanatory
правленый,corrected
правомочный,competent
правоспособный,capable
правосторонний,right-side
праздношатающийся,idler
превратный,wrong
предвзятый,preconceived
предзакатный,before sunset
предикативный,predicative
предложный,prepositional
предобеденный,before-dinner
предоперационный,preoperative
предположительный,hypothetical
предпраздничный,holiday
предрасположенный,predisposed
предударный,pretonic
предумышленный,premeditated
предустановленный,pre-established
преемственный,successive
презентабельный,presentable
прекраснодушный,starry-eyed
прелиминарный,preliminary
преодолимый,surmountable
прерывающийся,choking
пресноводный,freshwater
прессованный,pressed
пресыщенный,satiated
преторианский,praetorian
преувеличенный,exaggerated
прецизионный,precision
приближённый,approximate
приверженный,attached
прививочный,inoculative
привходящий,attendant
привязчивый,affectionate
пригорелый,burnt
приготовительный,preparatory
придурковатый,silly
придыхательный,aspirate
призматический,prismatic
призывный,invocatory
приисковый,mine
приказный,departmental
прикосновенный,concerned
прилегающий,close-fitting
прилежащий,adjoining
приливный,tidal
прилизанный,sleek
прилипчивый,sticking
приметливый,observant
примиренческий,conciliatory
примирительный,conciliatory
приниженный,humiliated
приплюснутый,flattened
приподнятый,elevated
припухлый,swollen
прирубежный,near the frontier
присные,associates
присоединительный,conjunctive
приспособленческий,time-serving
приставочный,prefixal
пристанционный,station
пристрелочный,ranging
притяжательный,possessive
притязательный,pretentious
пришибленный,crestfallen
пришкольный,school
проблематический,problematic
провиантский,provision
провизионный,provision
провизорный,provisory
прогорклый,rank
проектировочный,designing
прозаичный,prosaic
прозекторская,dissecting room
производящий,productive
произносительный,articulatory
проказливый,mischievous
прокоптелый,covered with soot
промасленный,oiled
пронизывающий,piercing
проницаемый,permeable
пропедевтический,propaedeutic
просветительный,instructive
просодический,prosodic
просторечный,common
простосердечный,simple-hearted
протекционистский,protectionist
протекционный,protective
протекший,past
противоатомный,anti-nuclear
противогазовый,anti-gas
противозачаточный,contraceptive
противолежащий,opposite
противолодочный,anti-submarine
противоминный,anti-torpedo
противохимический,anti-gas
противохолерный,anti-choleric
противоцинготный,anti-scorbutic
противочумный,antiplague
проточный,flowing
протухший,foul
процедурный,treatment
прочувствованный,full of emotion
прутковый,skipping-rope
прюнелевый,prunella
пряденый,spun
прядильный,spinning
прямодушный,straightforward
прямокрылые,Orthoptera
псевдоклассический,pseudo-classical
психастенический,psychasthenic
психоаналитический,psychoanalytic
психометрический,psychometric
психопатологический,psychopathological
психотерапевтический,psychotherapeutic
психотехнический,vocational psychology
пуговичный,button
пудреный,powdered
пузырчатый,full of bubbles
пулестойкий,bullet-proof
пунктирный,dotted
пуншевый,punch
пурпуровый,purple
пустоватый,rather empty
пустоголовый,empty-headed
пустопорожний,empty
пустотелый,hollow
пчеловодческий,bee-keeping
пылевидный,powdered
пятиглавый,five-domed
пятигранный,pentahedral
пятидесятилетний,of fifty years
пятидневный,of five days
пятиконечный,pentagonal
пятикратный,fivefold
пятимесячный,of five months
пятисложный,pentasyllabic
пятисотлетний,of five hundred years
пятисотый,five-hundredth
пятитысячный,the five-thousandth
пятиугольный,pentagonal
пятиэтажный,five-storey
раболепный,servile
работоспособный,able-bodied
равнобедренный,isosceles
равновеликий,isometric
равнодействующая,resultant
равноденственный,equinoctial
равнозначащий,equivalent
равнозначный,equivalent
равносторонний,equilateral
равноугольный,equiangular
равноускоренный,uniformly accelerated
радарный,radar
радиевый,radium
радиоастрономический,radio-astronomy
радиовещательный,broadcasting
радиометрический,radiometric
радоновый,radon
разболтанный,disorderly
разборный,collapsible
развилистый,forked
развинченный,unstrung
разгневанный,incensed
разгульный,loose
раздаточный,distributing
раздирающий,heart-rending
раздражённый,angry
раздробленный,crushed
разлагающий,harmful
разливочный,teeming
различительный,distinctive
разновременный,taking place
разномыслящий,dissident
разнополый,of different sexes
разноречивый,contradictory
разносклоняемый,heteroclitic
разносный,annihilating
разнотипный,polytypic
разнохарактерный,diverse
разноязыкий,polyglot
разноязычный,polyglot
разнузданный,unbridled
разоблачительный,unmasking
разорительный,ruinous
разочарованный,disappointed
разрешимый,solvable
ракообразные,crustacea
раннеспелый,early-maturing
раскованный,relaxed
раскольнический,splitting
расплывшийся,flabby
распознаваемый,recognizable
расположенный,disposed
распорядительный,active
распущенный,undisciplined
рассудочный,rational
рассыльный,errand-boy
растерзанный,tousled
растленный,corrupt
расточительный,extravagant
растроганный,moved
растяжимый,tensile
расхлябанный,loose
расценочный,price
рационализаторский,rationalization
рационалистический,rationalistic
рационалистичный,rational
рваческий,self-seeking
ребяческий,childish
ребячливый,childlike
реваншистский,revanchist
ревенный,rhubarb
реверсивный,reversible
ревизионный,revision
револьверный,revolver
регенеративный,regenerative
регрессивный,regressive
регулировочный,regulation
редукционный,reducing
редуцированный,reduced
реконструктивный,reconstructive
релейный,relay
реликтовый,relic
рельсопрокатный,rail-rolling
ремесленнический,hack-working
репарационный,reparation
репертуарный,repertoire
репетиционный,rehearsal
ресничный,ciliary
рессорный,spring
реставрационный,restoration
ретроградный,retrograde
ретроспективный,retrospective
рецептивный,receptive
речистый,voluble
ригористический,rigoristic
рисовальный,drawing
рисоводческий,rice-growing
рогастый,large-horned
роговидный,horn-shaped
родовитый,well-born
рожистый,erysipelatous
розоцветные,Rosaceae
романический,romantic
романский,Romance
ромашковый,camomile
ромбический,rhombic
ромбовидный,diamond-shaped
ромбоидальный,rhomboidal
ростовщический,usurious
ростральный,rostral
роялистский,royalist
рудиментарный,rudimentary
рудничный,mine
рудоносный,ore-bearing
рукастый,long-armed
рунический,runic
русоволосый,light-brown hair
рыбоводческий,fish-breeding
рысий,lynx
рябоватый,speckled
саамский,Lappish
сабельный,sabre
саврасый,light-brown with black mane and tail
саговый,sago
садоводческий,gardening
саксонский,Saxon
салатный,light-green
салотопенный,tallow-melting
самовластный,absolute
самодвижущийся,self-propelled
самодействующий,self-acting
самодержавный,autocratic
самодовлеющий,self-sufficing
самозаписывающий,self-recording
самозарядный,self-loading
самозваный,false
самокритический,self-critical
самокритичный,containing self-criticism
самоличный,personal
самоопрокидывающийся,self-dumping
самоочевидный,self-evident
самопишущий,registering
самородный,native
самострельный,self-firing
самоуправляющийся,self-governing
самоуправный,arbitrary
самочинный,arbitrary
сангвинический,sanguine
сандаловый,sandal
санскритский,Sanskrit
сардонический,sardonic
саркастичный,sarcastic
сахаристый,saccharine
сборочный,assembly
свайный,pile
свежезамороженный,fresh-frozen
свежепросольный,fresh-salted
свекловодческий,beet-growing
свеклосахарный,sugar-beet
свеклоуборочный,beet-harvesting
свекольный,beet
сверхкомплектный,supernumerary
сверхплановый,over and above the plan
сверхсметный,in excess of estimates
сверхсрочный,re-engaged
сверхчеловеческий,superhuman
сверхчувственный,pretersensual
сверхштатный,supernumerary
светозарный,bright
светолюбивый,light-requiring
свилеватый,knotty
свиноводческий,pig-breeding
свободомыслящий,free-thinking
своевластный,despotic
своекорыстный,self-interested
своекоштный,paying
связный,connected
связочный,ligamentous
святочный,Christmas
священнический,priestly
сгорбленный,crooked
сдаточный,delivery
сдельный,by the job
себялюбивый,selfish
седалищный,sciatic
сейнерный,seiner
сейсмологический,seismological
секретарский,secretarial
секреторный,secretory
сектантский,sectarian
секущая,secant
секционный,sectional
селекционный,selection
селенистый,selenitic
селеновый,selenic
селитряный,saltpetre
семасиологический,semasiological
семейственный,domestic
семеноводческий,seedgrowing
семеноносный,seminiferous
семеричный,septenary
семестровый,terminal
семидесятилетний,of seventy years
семикратный,sevenfold
семисотый,seven-hundredth
семиструнный,seven-stringed
семитический,Semitic
семиугольный,heptagonal
сенаторский,senatorial
сенегальский,Senegalese
сенокосный,haying
сенсуальный,sensational
сентенциозный,sententious
сепаратистский,separative
сепаратный,separate
сербскохорватский,Serbo-Croat
сердцевидный,heart-shaped
сереброносный,argentiferous
серединный,middle
серповидный,crescent
сессионный,sessional
сеточный,net
сибаритский,sybaritic
сиволапый,rough
сигарный,cigar
сигарообразный,cigar-shaped
сизокрылый,grey-winged
силлабический,syllabic
силосный,silo
силурийский,Silurian
символистский,symbolist
симметрический,symmetric
симпатический,sympathetic
синдикалистский,syndicalist
синкопический,syncopic
синкретический,syncretic
синодальный,synodal
синодский,synodic
синонимический,synonymous
синонимичный,synonymous
синоптический,weather
синусоидальный,sinusoidal
синхронический,synchronistic
систематичный,systematic
ситный,sifted
сияющий,shining
скаредный,stingy
скарлатинный,scarlatinal
скачкообразный,spasmodic
скважистый,porous
скипидарный,turpentine
скитальческий,wandering
складный,well-knit
складчатый,plicate
склерозный,sclerotic
склеротический,sclerous
склоняемый,declinable
сконфуженный,abashed
скорописный,cursive
скоропортящийся,perishable
скоропреходящий,transitory
скороспелый,precocious
скорострельный,rapid-firing
скотоводческий,cattle-breeding
скотопромышленный,cattle-trading
скудоумный,feeble-minded
скуповатый,close-fisted
слабовольный,weak of will
слабогрудый,weak-chested
слабохарактерный,flabby
сладкозвучный,sweet
сладкоречивый,smooth-tongued
сланцеватый,schistose
сланцевый,shale
сластолюбивый,voluptuous
следуемый,due
слезоточивый,running
словацкий,Slovak
словенский,Slovenian
слоговой,syllabic
сложноцветные,Compositae
смазочный,lubricating
сменяемый,replaceable
сметливый,sharp
сметный,estimate
смугловатый,somewhat dark
смуглолицый,dark-complexioned
смушковый,astrakhan
смычковый,bow
смычный,occlusive
снегоуборочный,snow-removal
сновальный,warping
соболий,sable
собственнический,proprietary
собственноручный,autographic
совершеннолетний,adult
совещательный,consultative
совиный,owlish
согласительный,conciliatory
соединённый,united
созерцательный,contemplative
соизмеримый,commensurable
сократимый,reductible
сомнамбулический,somnambulistic
сонорный,resonant
сообразный,conformable
соплеменный,of the same tribe
соприкосновенный,contiguous
сопричастный,participant
соразмерный,proportionate
сортировочная,marshalling yard
сортный,of high quality
сосательный,sucking
сострадательный,compassionate
состязательный,controversial
сосудосуживающий,vaso-constrictive
сосцевидный,mammiform
сотовидный,honeycomb
сохранный,safe
социал-демократический,social-democratic
сочетательный,combinative
сочинительный,co-ordinative
сочувствующий,sympathetic
союзнический,allied
союзно-республиканский,Union-Republic
спазматический,spasmodic
спастический,spastic
спаянный,united
спиритический,spiritistic
спиритуалистический,spiritualistic
спондеический,spondaic
спорадический,sporadic
споровый,cryptogamous
спортсменский,sportsmanlike
сребролюбивый,money-loving
средиземноморский,Mediterranean
среднекалиберный,medium
среднесуточный,average daily
среднеязычный,dorsal
сродный,akin
ссудный,loan
ссылочный,reference
стадиальный,phasic
станичный,stanitsa
староватый,oldish
старозаветный,old-fashioned
старообразный,old-looking
старосветский,old-fashioned
старославянский,Old Slavonic
стачечный,strike
створчатый,folding
стеариновый,stearin
стебельный,caulescent
стекольный,glass
стенобитный,battering
стереометрический,stereometric
стереоскопический,stereoscopic
стереотипный,stereotype
стерлинговый,sterling
стоградусный,centigrade
стоический,stoic
стократный,hundredfold
стоматологический,stomatological
стопорный,stop
стоялый,stale
страннический,wandering
стреловидный,arrow-shaped
стрельчатый,lancet
стремянный,groom
стручковый,leguminous
студенистый,jelly-like
субарктический,subarctic
субтильный,slender
суглинистый,loamy
сугубый,especial
суданский,Sudanese
судоремонтный,ship-repair
судоходный,navigable
сукновальный,fulling
сулемовый,sublimate
сумасбродный,extravagant
суматошливый,bustling
сумчатые,marsupials
супесчаный,sandy-loam
суррогатный,ersatz
сусальный,sugary
сутяжнический,litigious
сухолюбивый,xerophilous
сухорукий,without the use of one arm
сучковатый,knotty
сушильный,drying
схематический,diagrammatic
схематичный,schematic
схизматический,schismatic
схоластический,scholastic
схоластичный,scholastic
сценичный,suitable for the theatre
счетоводный,accounting
съездовский,congress
сырный,cheese
сыроваренный,cheese-making
табличный,tabular
таборный,Gipsy
табунный,herd
тавтологический,tautological
тазобедренный,hip
тайнобрачные,Cryptogamia
таксомоторный,taxi
талмудистский,Talmudistic
талмудический,Talmudic
тальковый,talcose
тангенциальный,tangential
тараканий,cockroach
твердоватый,hardish
твердолобый,thick-headed
творожистый,clotted
творожный,curd
тевтонский,Teutonic
текинский,Turkoman
текстуальный,textual
телеологический,teleologic
телескопический,telescopic
телескопный,telescope
телетайпный,teletype
телеуправляемый,remotely operated
темперированный,tempered
тенденциозный,tendentious
тенелюбивый,shade-requiring
теноровый,tenor
теократический,theocratic
теоретичный,abstract
тепличный,hothouse
тепловатый,warmish
теплолюбивый,heat-loving
теплопроводный,heat-conducting
увлекающийся,easily carried away
увлечённый,carried away
увулярный,uvular
углеродистый,carbonaceous
угломерный,goniometrical
угнетательский,oppressive
угреватый,covered with blackheads
угрожаемый,threatened
удалой,daring
ударенный,assented
удмуртский,Udmurt
удобоваримый,digestible
удобоисполнимый,easy to carry out
удобопонятный,comprehensible
удобочитаемый,legible
уживчивый,easy to get on witch
узковатый,narrowish
узковедомственный,narrow departmental
узкогорлый,narrow-necked
узкогрудый,narrow-chested
узкоколейный,narrow-gauge
узколистный,narrow-leaved
узколобый,having a narrow forehead
уйгурский,Uigur
уксуснокислый,acetous
уланский,uhlan
ультимативный,categorical
ультракороткий,ultra-short
ультралевый,far left
ультрамариновый,ultramarine
ультраправый,far right
умильный,sweet
уморительный,extremely funny
умывальный,wash
уничижительный,pejorative
